timestamp,variant,n,block_size,precision,pivoting,cpu_ms,gpu_ms,effective_gflops,residual_norm2,residual_max,solution_error_norm2,solution_error_max,pivot_ms,row_swap_ms,factor_ms,update_ms,back_sub_ms,pivot_pct,row_swap_pct,factor_pct,update_pct,back_sub_pct,driver_version
2026-06-20T15:48:36,V4,256,128,FP32,ordinary_partial_pivoting_cusolver_getrf,5.7482,10.156,1.1013,2.59639e-08,0.000165953,4.36857e-07,1.18852e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:36,V3,512,128,FP32,ordinary_partial_pivoting,43.5777,62.3721,1.43459,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,15.6988,12.6822,14.1359,15.0183,4.83686,25.1696,20.3331,22.6638,24.0786,7.75485,12.8
2026-06-20T15:48:37,V5a,512,128,FP32,ordinary_partial_pivoting,40.9992,64.1437,1.39497,2.49285e-08,0.000556704,5.84359e-07,2.07715e-06,15.8984,12.7534,15.3097,15.3856,4.79648,24.7857,19.8826,23.8679,23.9862,7.47771,12.8
2026-06-20T15:48:37,V4,512,128,FP32,ordinary_partial_pivoting_cusolver_getrf,43.2596,15.992,5.5952,2.2536e-08,0.000442349,5.28932e-07,1.71861e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:38,V3,1024,128,FP32,ordinary_partial_pivoting,377.77,181.947,3.93427,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,39.5944,35.1381,29.7047,61.879,15.6306,21.7615,19.3123,16.326,34.0094,8.59076,12.8
2026-06-20T15:48:40,V5a,1024,128,FP32,ordinary_partial_pivoting,477.779,179.833,3.98052,2.44635e-08,0.00144991,8.06389e-07,2.81469e-06,34.0234,26.7503,27.0739,74.1288,17.8563,18.9194,14.8751,15.0551,41.221,9.9294,12.8
2026-06-20T15:48:41,V4,1024,128,FP32,ordinary_partial_pivoting_cusolver_getrf,445.592,26.5708,26.9404,1.72365e-08,0.000884408,5.67517e-07,1.70463e-06,0,0,0,0,0,0,0,0,0,0,12.8
2026-06-20T15:48:41,V3,256,128,FP32,ordinary_partial_pivoting,4.8782,107.084,0.104449,2.49321e-08,0.000149633,4.27002e-07,1.12269e-06,22.7251,29.6018,26.992,26.2247,1.5401,21.2218,27.6436,25.2065,24.4899,1.43822,12.8
2026-06-20T15:48:42,V5a,256,128,FP32,ordinary_partial_pivoting,4.821,31.6031,0.353915,2.49321e-08,0.000149633,4.27002e-07,1.12269e-06,8.06717,7.44061,7.7887,6.93632,1.37034,25.5265,23.5439,24.6454,21.9482,4.33608,12.8
2026-06-20T15:48:42,V4,256,128,FP32,ordinary_partial_pivoting_cusolver_getrf,4.5917,9.60512,1.16446,2.59639e-08,0.000165953,4.36857e-07,1.18852e-06,0,0,0,0,0,0,0,0,0,0,12.8
