"captured_at","sequence","protocol_repeat","stage","n","kappa","requested_variant","launch_position","gpu_timestamp","gpu_name","driver_version","temperature_c","power_w","sm_clock_mhz","memory_clock_mhz","gpu_utilization_pct","memory_utilization_pct"
"2026-08-14T18:28:26.7528177-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:26.728","NVIDIA GeForce GTX 1650","573.22","58","12.21","1020","3500","10","3"
"2026-08-14T18:28:27.0797686-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:27.065","NVIDIA GeForce GTX 1650","573.22","58","12.18","1020","3500","10","3"
"2026-08-14T18:28:27.4014492-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:27.381","NVIDIA GeForce GTX 1650","573.22","58","12.17","1020","3500","0","0"
"2026-08-14T18:28:27.7138484-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:27.697","NVIDIA GeForce GTX 1650","573.22","58","9.49","495","405","0","0"
"2026-08-14T18:28:28.0339024-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:28.012","NVIDIA GeForce GTX 1650","573.22","58","4.12","420","405","0","0"
"2026-08-14T18:28:28.3506972-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:28.330","NVIDIA GeForce GTX 1650","573.22","58","5.96","375","405","0","0"
"2026-08-14T18:28:28.6647538-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:28.647","NVIDIA GeForce GTX 1650","573.22","58","4.11","330","405","0","0"
"2026-08-14T18:28:28.9690357-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:28.953","NVIDIA GeForce GTX 1650","573.22","57","4.15","330","405","0","0"
"2026-08-14T18:28:29.2833972-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:29.265","NVIDIA GeForce GTX 1650","573.22","57","4.14","330","405","0","0"
"2026-08-14T18:28:29.5986618-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:29.579","NVIDIA GeForce GTX 1650","573.22","57","4.19","330","405","0","0"
"2026-08-14T18:28:29.9018193-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:29.881","NVIDIA GeForce GTX 1650","573.22","57","4.18","330","405","0","0"
"2026-08-14T18:28:30.2218449-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:30.199","NVIDIA GeForce GTX 1650","573.22","57","4.13","300","405","0","0"
"2026-08-14T18:28:30.5343198-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:30.517","NVIDIA GeForce GTX 1650","573.22","57","4.10","300","405","0","0"
"2026-08-14T18:28:30.8561093-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:30.834","NVIDIA GeForce GTX 1650","573.22","57","4.11","300","405","0","0"
"2026-08-14T18:28:31.1463987-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:31.129","NVIDIA GeForce GTX 1650","573.22","57","4.14","300","405","0","0"
"2026-08-14T18:28:31.4805263-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:31.437","NVIDIA GeForce GTX 1650","573.22","57","4.60","1020","3500","0","0"
"2026-08-14T18:28:31.8059996-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:31.773","NVIDIA GeForce GTX 1650","573.22","57","19.63","1020","3500","0","0"
"2026-08-14T18:28:32.1343543-04:00","13","0","warmup","4096","100","V6c","1","2026/08/14 18:28:32.116","NVIDIA GeForce GTX 1650","573.22","58","13.04","1305","3500","0","0"
"2026-08-14T18:28:32.5401532-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:32.517","NVIDIA GeForce GTX 1650","573.22","58","13.05","1305","3500","15","5"
"2026-08-14T18:28:32.8812504-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:32.850","NVIDIA GeForce GTX 1650","573.22","58","13.07","1305","3500","15","5"
"2026-08-14T18:28:33.1708307-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:33.160","NVIDIA GeForce GTX 1650","573.22","58","12.99","1305","3500","15","5"
"2026-08-14T18:28:33.4785129-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:33.454","NVIDIA GeForce GTX 1650","573.22","58","13.03","1305","3500","0","0"
"2026-08-14T18:28:33.7739781-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:33.758","NVIDIA GeForce GTX 1650","573.22","58","8.95","390","405","0","0"
"2026-08-14T18:28:34.0690765-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:34.051","NVIDIA GeForce GTX 1650","573.22","57","4.17","330","405","0","0"
"2026-08-14T18:28:34.3755577-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:34.350","NVIDIA GeForce GTX 1650","573.22","57","4.14","330","405","0","0"
"2026-08-14T18:28:34.6865930-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:34.670","NVIDIA GeForce GTX 1650","573.22","57","4.13","330","405","0","0"
"2026-08-14T18:28:35.0267162-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:34.985","NVIDIA GeForce GTX 1650","573.22","57","4.17","330","405","0","0"
"2026-08-14T18:28:35.3503735-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:35.320","NVIDIA GeForce GTX 1650","573.22","57","4.19","300","405","0","0"
"2026-08-14T18:28:35.6812460-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:35.653","NVIDIA GeForce GTX 1650","573.22","57","4.12","300","405","0","0"
"2026-08-14T18:28:36.0127415-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:35.976","NVIDIA GeForce GTX 1650","573.22","57","4.15","300","405","0","0"
"2026-08-14T18:28:36.3345671-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:36.313","NVIDIA GeForce GTX 1650","573.22","57","4.17","300","405","0","0"
"2026-08-14T18:28:36.6654260-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:36.640","NVIDIA GeForce GTX 1650","573.22","57","4.17","300","405","0","0"
"2026-08-14T18:28:36.9720364-04:00","14","0","warmup","4096","100","V6e","2","2026/08/14 18:28:36.955","NVIDIA GeForce GTX 1650","573.22","57","4.14","300","405","0","0"
