"sequence","protocol_repeat","stage","n","kappa","requested_variant","launch_position","protocol_seed","raw_row_index","started_at","process_wall_ms","status","failure"
"0","0","record","2000","10000","V4","0","42","0","2026-08-14T18:27:47.1042093-04:00","1308.036","ok",""
"1","0","record","2000","10000","V6c","1","42","1","2026-08-14T18:27:48.5535293-04:00","1491.95","ok",""
"2","0","record","2000","10000","V6e","2","42","2","2026-08-14T18:27:50.0800062-04:00","1295.558","ok",""
"3","0","record","2000","10000","V5c","3","42","3","2026-08-14T18:27:51.4168915-04:00","1245.124","ok",""
