"repeat","n","launch_position","requested_variant","csv_variant","sample_ms","sample_count","process_wall_ms","gpu_ms","energy_j","avg_power_w","max_power_w","joules_per_effective_gflop","max_temperature_c","avg_graphics_clock_mhz"
"3","16000","1","V4","V4","200","71","20928.2585","2068.3","204.343759","9.764012","34.64","0.07483292","67","500.704"
"3","16000","2","V5a","V5a_t32x32","200","590","172321.6607","160911","5705.104608","33.107298","35.5","2.089271707","76","1615.907"
"3","16000","3","V5af","V5af_t32x32","200","613","174772.0499","159114","5623.752741","32.177644","35.44","2.059479764","73","1582.586"
"3","16000","4","V5bf","V5bf_t32x32","200","796","230881.3622","215548","7566.775114","32.773434","36.43","2.771035808","76","1664.755"
"3","16000","5","VLU","VLU","200","506","142446.9912","127088","4459.811572","31.30857","35.17","1.633231777","73","1441.423"
"3","16000","6","V6a","V6a_b64","200","70","19988.9365","3081.29","226.443571","11.328445","34.71","0.082926113","69","591"
"3","16000","7","V6b","V6b_b64","200","57","15270.5064","3063.99","207.895831","13.614207","34.49","0.076133727","71","690"
"3","16000","8","V6c","V6c_b64","200","60","16168.6699","2962.48","213.961468","13.23309","34.75","0.07835503","70","687"
"3","16000","9","V6d","V6d_b64","200","63","17070.2958","2965.49","236.337269","13.844943","34.65","0.086549293","69","801.429"
"3","16000","10","V6e","V6e_b64","200","79","21552.8316","7349.3","339.530435","15.753403","31.97","0.124339759","70","926.392"
"3","16000","11","V5c","V5c_b64","200","98","26590.8193","12298.8","549.274355","20.656541","35.15","0.201150277","71","986.48"
"3","16000","12","V1","V1","200","8969","2732816.1742","2720940","90188.585855","33.002068","35.26","33.028046578","75","1788.338"
"3","16000","13","V2","V2","200","8510","2588034.9485","2569220","86489.129244","33.418841","35.23","31.673265104","74","1791.298"
"3","16000","14","V3","V3","200","486","143316.3483","125454","4476.477454","31.234939","35.11","1.639335005","73","1436.914"
"4","2000","0","V4","V4","200","3","955.574","41.5812","8.139579","8.518","10.86","1.526171092","66","570"
"4","2000","1","V5a","V5a_t32x32","200","5","1634.516","609.294","30.534087","18.680812","26.42","5.725141256","68","1407"
"4","2000","2","V5af","V5af_t32x32","200","4","1285.8574","367.897","28.992272","22.547035","35.1","5.43605092","68","1770"
"4","2000","3","V5bf","V5bf_t32x32","200","4","1279.0548","486.026","32.788886","25.635247","35.37","6.147916138","68","1792.5"
"4","2000","4","VLU","VLU","200","4","1265.9952","383.148","28.549566","22.551086","36.15","5.353043678","68","1747.5"
"4","2000","5","V6a","V6a_b64","200","4","1250.8193","357.932","23.550451","18.82802","20.02","4.41570949","66","1800"
"4","2000","6","V6b","V6b_b64","200","3","965.3667","174.518","13.15645","13.628448","18.39","2.466834416","66","1020"
"4","2000","7","V6c","V6c_b64","200","3","958.0146","129.343","12.480676","13.027647","14.08","2.340126744","65","1020"
"4","2000","8","V6d","V6d_b32","200","3","990.0982","128.572","13.027508","13.157794","14.28","2.442657688","65","1020"
"4","2000","9","V6e","V6e_b64","200","3","900.2284","103.594","11.400786","12.664326","13.39","2.137647436","65","1020"
"4","2000","10","V5c","V5c_b64","200","3","930.201","123.23","12.124018","13.033762","13.31","2.273253456","65","1260"
"4","2000","11","V1","V1","200","10","2896.744","2256.14","75.273618","25.985595","31.65","14.1138033","67","1638"
"4","2000","12","V2","V2","200","11","3237.0444","2402.86","86.235389","26.640162","31.5","16.169135381","68","1800"
"4","2000","13","V3","V3","200","4","1204.0118","495.638","29.940455","24.867244","33.96","5.613835248","68","1800"
"4","2000","14","V3f","V3f","200","4","1179.7733","416.702","27.153195","23.015604","34.74","5.091224024","68","1762.5"
"4","4000","0","V4","V4","200","5","1480.4667","60.0505","26.982969","18.225988","18.67","0.632413336","67","1800"
"4","4000","1","V5a","V5a_t32x32","200","15","4359.0413","2803.53","112.6832","25.850455","35.27","2.641012506","69","1568"
"4","4000","2","V5af","V5af_t32x32","200","13","3759.0203","2427.86","105.161334","27.975729","35.06","2.464718772","69","1723.846"
"4","4000","3","V5bf","V5bf_t32x32","200","17","4847.1375","3301.68","139.238963","28.726019","35.13","3.263413191","70","1770.882"
"4","4000","4","VLU","VLU","200","13","3660.6063","2376.62","100.22323","27.378861","35.04","2.34898196","70","1669.615"
"4","4000","5","V6a","V6a_b64","200","6","1742.9578","313.387","34.087558","19.557305","25.36","0.798927144","68","1800"
"4","4000","6","V6b","V6b_b64","200","5","1477.5548","229.467","31.754852","21.491489","28.55","0.744254347","68","1800"
"4","4000","7","V6c","V6c_b64","200","5","1434.4335","196.312","21.186572","14.769993","18.17","0.496560289","67","1152"
"4","4000","8","V6d","V6d_b32","200","5","1437.3886","207.148","26.414554","18.376766","25.46","0.619091109","66","1584"
"4","4000","9","V6e","V6e_b64","200","5","1438.3653","232.007","30.390935","21.128802","27.42","0.71228754","68","1800"
"4","4000","10","V5c","V5c_b64","200","5","1483.0967","295.924","34.632439","23.351437","33.59","0.8116978","68","1788"
"4","4000","11","V1","V1","200","57","15399.62","14369.8","506.287323","32.876611","35.13","11.866109126","73","1797.368"
"4","4000","12","V2","V2","200","57","15973.179","14530","517.94426","32.425872","35.37","12.139318591","74","1791.579"
"4","4000","13","V3","V3","200","13","3859.953","2504.41","109.889288","28.469074","34.94","2.575530179","73","1731.923"
"4","4000","14","V3f","V3f","200","12","3689.3062","2183.61","101.132145","27.41224","35.1","2.370284659","72","1673.75"
"4","8000","0","V4","V4","200","18","5255.6849","325.179","68.881038","13.106006","28.9","0.201799916","70","966.667"
"4","8000","1","V5a","V5a_t32x32","200","80","23102.349","18733.1","700.186257","30.308011","35.2","2.051326924","72","1563"
"4","8000","2","V5af","V5af_t32x32","200","76","21935.7215","18165.7","670.800127","30.580263","35.12","1.965234747","72","1542.632"
"4","8000","3","V5bf","V5bf_t32x32","200","105","31095.4656","26681.3","963.395592","30.981867","35.81","2.822448023","72","1640.571"
"4","8000","4","VLU","VLU","200","70","21516.4719","16624.2","624.408253","29.020011","35.08","1.829321053","71","1436.786"
"4","8000","5","V6a","V6a_b64","200","25","8598.0762","1075.47","95.401518","11.095682","31.04","0.279496634","68","703.8"
"4","8000","6","V6b","V6b_b64","200","22","6922.9863","848.546","91.43021","13.206759","32.41","0.267861942","66","825"
"4","8000","7","V6c","V6c_b64","200","21","6487.3051","848.924","86.923552","13.399023","30.64","0.254658842","64","850"
"4","8000","8","V6d","V6d_b64","200","24","7597.4314","597.365","92.311211","12.150318","31.72","0.270443001","65","796.875"
"4","8000","9","V6e","V6e_b64","200","20","5688.886","1346.39","96.411806","16.947396","29.41","0.282456464","68","1105.5"
"4","8000","10","V5c","V5c_b64","200","22","6459.2009","1810.47","117.109163","18.130596","34.42","0.343093251","70","1112.045"
"4","8000","11","V1","V1","200","678","198434.2184","194791","6680.499381","33.666065","35.18","19.57177553","75","1772.987"
"4","8000","12","V2","V2","200","655","200299.2281","194804","6680.497033","33.352585","35.22","19.571768651","72","1777.947"
"4","8000","13","V3","V3","200","71","22064.9609","16714.7","636.10465","28.828723","35.14","1.863587841","71","1461.338"
"4","8000","14","V3f","V3f","200","68","20486.1499","15800.4","589.108443","28.756425","35.1","1.725903642","70","1420.588"
"4","16000","0","V4","V4","200","74","21871.1343","2054.98","226.91172","10.374941","33.57","0.083097554","68","592.095"
"4","16000","1","V5a","V5a_t32x32","200","589","172558.0076","160979","5703.950938","33.055267","35.63","2.08884922","76","1612.615"
"4","16000","2","V5af","V5af_t32x32","200","605","175571.5559","159122","5626.642207","32.047573","35.56","2.060537917","73","1576.264"
"4","16000","3","V5bf","V5bf_t32x32","200","798","232443.7485","215256","7570.514257","32.569232","36.23","2.772405123","73","1666.109"
"4","16000","4","VLU","VLU","200","500","143881.4692","127069","4467.405388","31.049206","35.26","1.636012715","73","1435.02"
"4","16000","5","V6a","V6a_b64","200","72","21074.4033","3132.66","237.337735","11.261896","35.1","0.086915674","68","579.375"
"4","16000","6","V6b","V6b_b64","200","58","15544.7879","3052.16","214.63943","13.807807","34.24","0.078603307","71","708.879"
"4","16000","7","V6c","V6c_b64","200","62","16987.741","2948.97","217.742901","12.817649","34.62","0.079739832","69","666.532"
"4","16000","8","V6d","V6d_b64","200","63","17195.3203","2964.93","235.32007","13.685123","34.8","0.086176783","68","788.81"
"4","16000","9","V6e","V6e_b64","200","79","21438.3132","7352.21","341.237776","15.917193","32.51","0.124965006","70","916.709"
"4","16000","10","V5c","V5c_b64","200","98","26514.7878","12328.1","545.709269","20.581318","35.06","0.199844703","71","981.582"
"4","16000","11","V1","V1","200","8702","2582623.3229","2570940","86154.233472","33.359194","35.19","31.55062261","75","1779.429"
"4","16000","12","V2","V2","200","8454","2587945.8045","2569090","86332.752727","33.359567","35.3","31.615998313","73","1791.333"
"4","16000","13","V3","V3","200","479","144098.3348","125535","4492.87961","31.179261","35.48","1.645341654","73","1429.04"
"4","16000","14","V3f","V3f","200","490","140900.2661","123932","4401.612241","31.239205","35.15","1.611918545","73","1420.041"
